pair_key,dataset,visibility,clip_id,physical_case_id,frame_index,frame_member,gt_member,frame_size,gt_size,external_case_id,cluster_id,sampling_rank_within_case,sampling_hash,source_split_label,precontamination_status
testharddataset/unseen/case54_1/case_m_20181126140908_0u62368112685907_1_004_001-1_a14_ayy_image0002,TestHardDataset,Unseen,case54_1,case54,2,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case54_1/case_M_20181126140908_0U62368112685907_1_004_001-1_a14_ayy_image0002.jpg,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/GT/case54_1/case_M_20181126140908_0U62368112685907_1_004_001-1_a14_ayy_image0002.png,484846,4894,SUNSEG_case54,case54,16,08039046aad341fe94596703dfa3d8682dee6549339496aa311339afd4ae141f,Hard-Unseen,SELECTED_PENDING_CONTAMINATION
testharddataset/unseen/case54_1/case_m_20181126140908_0u62368112685907_1_004_001-1_a13_ayy_image0048,TestHardDataset,Unseen,case54_1,case54,48,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case54_1/case_M_20181126140908_0U62368112685907_1_004_001-1_a13_ayy_image0048.jpg,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/GT/case54_1/case_M_20181126140908_0U62368112685907_1_004_001-1_a13_ayy_image0048.png,476597,3997,SUNSEG_case54,case54,17,0850aea415f2d6b0400ab0d7dafa7649fcf0ae3681f0c624299e2e534feccdf4,Hard-Unseen,SELECTED_PENDING_CONTAMINATION
testharddataset/unseen/case54_1/case_m_20181126140908_0u62368112685907_1_004_001-1_a13_ayy_image0008,TestHardDataset,Unseen,case54_1,case54,8,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case54_1/case_M_20181126140908_0U62368112685907_1_004_001-1_a13_ayy_image0008.jpg,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/GT/case54_1/case_M_20181126140908_0U62368112685907_1_004_001-1_a13_ayy_image0008.png,431321,4412,SUNSEG_case54,case54,18,086f17e3a3ecab2d88b0d23d99066c082f3b70622c46db01c8dbade8973cd82a,Hard-Unseen,SELECTED_PENDING_CONTAMINATION
testharddataset/unseen/case54_1/case_m_20181126140908_0u62368112685907_1_004_001-1_a13_ayy_image0027,TestHardDataset,Unseen,case54_1,case54,27,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case54_1/case_M_20181126140908_0U62368112685907_1_004_001-1_a13_ayy_image0027.jpg,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/GT/case54_1/case_M_20181126140908_0U62368112685907_1_004_001-1_a13_ayy_image0027.png,391953,3932,SUNSEG_case54,case54,19,0929665ec6eab03b3ecbd494b5f0273eb8763ecf08ef8582f008574061b08c29,Hard-Unseen,SELECTED_PENDING_CONTAMINATION
testharddataset/unseen/case54_1/case_m_20181126140908_0u62368112685907_1_004_001-1_a13_ayy_image0066,TestHardDataset,Unseen,case54_1,case54,66,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/Frame/case54_1/case_M_20181126140908_0U62368112685907_1_004_001-1_a13_ayy_image0066.jpg,SUN-SEG-FinalData-v20251212/TestHardDataset/Unseen/GT/case54_1/case_M_20181126140908_0U62368112685907_1_004_001-1_a13_ayy_image0066.png,467206,3846,SUNSEG_case54,case54,20,0a018768f44a2fcb333ff4ee6224b283596e6966fc0a33d08a0786340b74f4e9,Hard-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case56_1/case_m_20181201091914_0u62363120125014_1_005_001-1_a10_ayy_image0147,TestEasyDataset,Unseen,case56_1,case56,147,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case56_1/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0147.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case56_1/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0147.png,574517,4833,SUNSEG_case56,case56,1,0033cc1ea91fa093c5af03856217ad7f1ba222a32b318084a50311d207a377a3,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case56_2/case_m_20181201091914_0u62363120125014_1_005_001-1_a10_ayy_image0235,TestEasyDataset,Unseen,case56_2,case56,235,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case56_2/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0235.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case56_2/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0235.png,479009,4692,SUNSEG_case56,case56,2,00a9594da935db87c3f169e9a0d29a713d0e4b0364fc9ad0446061b04398329f,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case56_2/case_m_20181201091914_0u62363120125014_1_005_001-1_a10_ayy_image0163,TestEasyDataset,Unseen,case56_2,case56,163,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case56_2/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0163.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case56_2/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0163.png,377008,4836,SUNSEG_case56,case56,3,01a6fd7493521d5c978093523dd56d3db45ed4e7ce3840a7bef2a777ae16ffcc,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case56_1/case_m_20181201091914_0u62363120125014_1_005_001-1_a10_ayy_image0083,TestEasyDataset,Unseen,case56_1,case56,83,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case56_1/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0083.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case56_1/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0083.png,440585,4587,SUNSEG_case56,case56,4,01d2b72ac181717ed47c7995407a0a0d0099e1b9d7257f1588d0edaf08759f06,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case56_2/case_m_20181201091914_0u62363120125014_1_005_001-1_a10_ayy_image0230,TestEasyDataset,Unseen,case56_2,case56,230,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case56_2/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0230.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case56_2/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0230.png,609488,5013,SUNSEG_case56,case56,5,022b8845a7c712a45f4504d33b8e2a3195441a04facc9dd730c648d2abe5870c,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case56_2/case_m_20181201091914_0u62363120125014_1_005_001-1_a10_ayy_image0245,TestEasyDataset,Unseen,case56_2,case56,245,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case56_2/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0245.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case56_2/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0245.png,528704,4769,SUNSEG_case56,case56,6,0489cd16d53d1d41006267b5af806647657c49b69c7211a891cd6b0a02bfe09e,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case56_1/case_m_20181201091914_0u62363120125014_1_005_001-1_a10_ayy_image0132,TestEasyDataset,Unseen,case56_1,case56,132,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case56_1/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0132.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case56_1/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0132.png,560756,4914,SUNSEG_case56,case56,7,05194771d3064f4f95c2cc8d8a90522ea6f976d0563d90af77a9dd489e14819c,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case56_1/case_m_20181201091914_0u62363120125014_1_005_001-1_a10_ayy_image0022,TestEasyDataset,Unseen,case56_1,case56,22,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case56_1/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0022.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case56_1/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0022.png,339021,4476,SUNSEG_case56,case56,8,05d67f961708128fe7d5e66d4b1c372b3ba78456c46dccdd8a59a08e98d6e0f5,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case56_1/case_m_20181201091914_0u62363120125014_1_005_001-1_a10_ayy_image0114,TestEasyDataset,Unseen,case56_1,case56,114,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case56_1/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0114.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case56_1/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0114.png,430990,4971,SUNSEG_case56,case56,9,06fc275a589939537a81b510c44678fb564e8aa0edddbcf0f424d8b6d0a8772b,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case56_2/case_m_20181201091914_0u62363120125014_1_005_001-1_a10_ayy_image0222,TestEasyDataset,Unseen,case56_2,case56,222,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case56_2/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0222.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case56_2/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0222.png,586256,5006,SUNSEG_case56,case56,10,0716ff8ef6733e5387b029a96f268dc93bc18b3416aeb85ee167981950330b73,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case56_1/case_m_20181201091914_0u62363120125014_1_005_001-1_a10_ayy_image0015,TestEasyDataset,Unseen,case56_1,case56,15,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case56_1/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0015.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case56_1/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0015.png,477492,4375,SUNSEG_case56,case56,11,0a359eea85de999a7b8ae64670cb2ae1e83215d40648f427a0ffeb4a7b779e68,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case56_1/case_m_20181201091914_0u62363120125014_1_005_001-1_a10_ayy_image0137,TestEasyDataset,Unseen,case56_1,case56,137,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case56_1/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0137.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case56_1/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0137.png,578879,4914,SUNSEG_case56,case56,12,0b1addabe4d0b25159316bbd35b92f40f43dd5460a50f164afdfc1053a50fc84,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case56_2/case_m_20181201091914_0u62363120125014_1_005_001-1_a10_ayy_image0187,TestEasyDataset,Unseen,case56_2,case56,187,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case56_2/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0187.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case56_2/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0187.png,389866,5001,SUNSEG_case56,case56,13,0c01d62f8afa6ec8b1d2aea04eaf19919bab3ba9f257e2c5eccfd5385728f9ae,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case56_2/case_m_20181201091914_0u62363120125014_1_005_001-1_a10_ayy_image0239,TestEasyDataset,Unseen,case56_2,case56,239,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case56_2/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0239.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case56_2/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0239.png,515086,4740,SUNSEG_case56,case56,14,0fd0a71d5bee74a1f75bd50e00579f680d08888a898182ed8355a89b22b576e3,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case56_1/case_m_20181201091914_0u62363120125014_1_005_001-1_a10_ayy_image0121,TestEasyDataset,Unseen,case56_1,case56,121,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case56_1/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0121.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case56_1/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0121.png,352147,4886,SUNSEG_case56,case56,15,10cbe37d7e67d83ce02701caa115fea005a076e0b5a28a33b8b6078ac78ddecf,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case56_2/case_m_20181201091914_0u62363120125014_1_005_001-1_a10_ayy_image0180,TestEasyDataset,Unseen,case56_2,case56,180,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case56_2/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0180.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case56_2/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0180.png,487546,4770,SUNSEG_case56,case56,16,114a04f5277d04bdcb16a4c827c2896c20663a6ac72ada0065cdaeb99dc4996c,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case56_1/case_m_20181201091914_0u62363120125014_1_005_001-1_a10_ayy_image0120,TestEasyDataset,Unseen,case56_1,case56,120,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case56_1/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0120.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case56_1/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0120.png,480792,4886,SUNSEG_case56,case56,17,11b6a601c1182f8efb93de6001d5687bb1fde61a2fccb036753eb15f778b2995,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case56_2/case_m_20181201091914_0u62363120125014_1_005_001-1_a10_ayy_image0184,TestEasyDataset,Unseen,case56_2,case56,184,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case56_2/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0184.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case56_2/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0184.png,373176,4838,SUNSEG_case56,case56,18,129c4fad36ba219d902a195e88f68fe5e1fd35bc6686060b9fa4f337724a3b5a,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case56_1/case_m_20181201091914_0u62363120125014_1_005_001-1_a10_ayy_image0099,TestEasyDataset,Unseen,case56_1,case56,99,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case56_1/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0099.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case56_1/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0099.png,430667,4668,SUNSEG_case56,case56,19,13cd6a41a1cad188ab223baf61c125bff1c0f4734e5de9250887210228634b5c,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case56_1/case_m_20181201091914_0u62363120125014_1_005_001-1_a10_ayy_image0106,TestEasyDataset,Unseen,case56_1,case56,106,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case56_1/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0106.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case56_1/case_M_20181201091914_0U62363120125014_1_005_001-1_a10_ayy_image0106.png,344838,4761,SUNSEG_case56,case56,20,13e138f3d294e8d0a1b511f8f8261b53bb085a6c528bbb9e87ae2e81f41fe79b,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case60/case_m_20181207092523_0u62372120765622_1_002_001-1_a2_ayy_image0087,TestEasyDataset,Unseen,case60,case60,87,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case60/case_M_20181207092523_0U62372120765622_1_002_001-1_a2_ayy_image0087.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case60/case_M_20181207092523_0U62372120765622_1_002_001-1_a2_ayy_image0087.png,401382,4834,SUNSEG_case60,case60,1,02458cfefbe12f960a97b0a7daab2ced9eb2eea82384adc7920c3a7e296eb2e5,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case60/case_m_20181207092523_0u62372120765622_1_002_001-1_a2_ayy_image0014,TestEasyDataset,Unseen,case60,case60,14,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case60/case_M_20181207092523_0U62372120765622_1_002_001-1_a2_ayy_image0014.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case60/case_M_20181207092523_0U62372120765622_1_002_001-1_a2_ayy_image0014.png,533618,4359,SUNSEG_case60,case60,2,034ec26895b4727fb1329377dd79bf963e92ec4c84dbd9b4c5da5095c4b1ac0c,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case60/case_m_20181207092523_0u62372120765622_1_002_001-1_a4_ayy_image0010,TestEasyDataset,Unseen,case60,case60,10,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case60/case_M_20181207092523_0U62372120765622_1_002_001-1_a4_ayy_image0010.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case60/case_M_20181207092523_0U62372120765622_1_002_001-1_a4_ayy_image0010.png,626258,4745,SUNSEG_case60,case60,3,056eab03c8bc620fc2fb713d3b5334066a11c96fedc5120deb3c0fd4ceb5607e,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case60/case_m_20181207092523_0u62372120765622_1_002_001-1_a2_ayy_image0077,TestEasyDataset,Unseen,case60,case60,77,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case60/case_M_20181207092523_0U62372120765622_1_002_001-1_a2_ayy_image0077.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case60/case_M_20181207092523_0U62372120765622_1_002_001-1_a2_ayy_image0077.png,507046,5141,SUNSEG_case60,case60,4,07d8b5859a24dd9b03f54ba7d8d0d190a6e2a5df2a50a396a2ee27cbb201366e,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case60/case_m_20181207092523_0u62372120765622_1_002_001-1_a2_ayy_image0084,TestEasyDataset,Unseen,case60,case60,84,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case60/case_M_20181207092523_0U62372120765622_1_002_001-1_a2_ayy_image0084.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case60/case_M_20181207092523_0U62372120765622_1_002_001-1_a2_ayy_image0084.png,411435,4837,SUNSEG_case60,case60,5,0ab815e430fd2bb88563d15b454ad4431715c688651693112bc78ec7ca159f44,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case60/case_m_20181207092523_0u62372120765622_1_002_001-1_a2_ayy_image0052,TestEasyDataset,Unseen,case60,case60,52,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case60/case_M_20181207092523_0U62372120765622_1_002_001-1_a2_ayy_image0052.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case60/case_M_20181207092523_0U62372120765622_1_002_001-1_a2_ayy_image0052.png,630022,4500,SUNSEG_case60,case60,6,0f1164557c659e73b7ed257a6a9251e99023a142b375a7b345357aa17fc15677,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case60/case_m_20181207092523_0u62372120765622_1_002_001-1_a1_ayy_image0004,TestEasyDataset,Unseen,case60,case60,4,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case60/case_M_20181207092523_0U62372120765622_1_002_001-1_a1_ayy_image0004.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case60/case_M_20181207092523_0U62372120765622_1_002_001-1_a1_ayy_image0004.png,548296,4656,SUNSEG_case60,case60,7,1166400f50c3d65af769e717676e32d68fa1c979375e481d8c03b140f1dc8921,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case60/case_m_20181207092523_0u62372120765622_1_002_001-1_a1_ayy_image0013,TestEasyDataset,Unseen,case60,case60,13,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case60/case_M_20181207092523_0U62372120765622_1_002_001-1_a1_ayy_image0013.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case60/case_M_20181207092523_0U62372120765622_1_002_001-1_a1_ayy_image0013.png,620707,4812,SUNSEG_case60,case60,8,13dbb4672175369af5460487dc0c60f1462ec7c77df2ffe5a646d3ad2ee83616,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case60/case_m_20181207092523_0u62372120765622_1_002_001-1_a2_ayy_image0005,TestEasyDataset,Unseen,case60,case60,5,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case60/case_M_20181207092523_0U62372120765622_1_002_001-1_a2_ayy_image0005.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case60/case_M_20181207092523_0U62372120765622_1_002_001-1_a2_ayy_image0005.png,520408,4852,SUNSEG_case60,case60,9,1610a3a26556950fafd7fe4532035b8a4a23a95f5e6a00c5a89923726674f088,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case60/case_m_20181207092523_0u62372120765622_1_002_001-1_a1_ayy_image0006,TestEasyDataset,Unseen,case60,case60,6,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case60/case_M_20181207092523_0U62372120765622_1_002_001-1_a1_ayy_image0006.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case60/case_M_20181207092523_0U62372120765622_1_002_001-1_a1_ayy_image0006.png,417809,4645,SUNSEG_case60,case60,10,16116d817ddade27f2a9b65bba8b3dae4b2ab77e1aa017eee5ca562060e4ed63,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case60/case_m_20181207092523_0u62372120765622_1_002_001-1_a2_ayy_image0015,TestEasyDataset,Unseen,case60,case60,15,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case60/case_M_20181207092523_0U62372120765622_1_002_001-1_a2_ayy_image0015.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case60/case_M_20181207092523_0U62372120765622_1_002_001-1_a2_ayy_image0015.png,403239,4333,SUNSEG_case60,case60,11,18a2ed301abeb2e8e1618da8b8f146a80757e7d3866cde7c8e9d87b3a84be260,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case60/case_m_20181207092523_0u62372120765622_1_002_001-1_a2_ayy_image0018,TestEasyDataset,Unseen,case60,case60,18,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case60/case_M_20181207092523_0U62372120765622_1_002_001-1_a2_ayy_image0018.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case60/case_M_20181207092523_0U62372120765622_1_002_001-1_a2_ayy_image0018.png,400726,4334,SUNSEG_case60,case60,12,199f2b24bd063f5f548cdbe1537663809a57c7f1aa8b0e9fc16de9e58839bbf0,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case60/case_m_20181207092523_0u62372120765622_1_002_001-1_a2_ayy_image0073,TestEasyDataset,Unseen,case60,case60,73,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case60/case_M_20181207092523_0U62372120765622_1_002_001-1_a2_ayy_image0073.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case60/case_M_20181207092523_0U62372120765622_1_002_001-1_a2_ayy_image0073.png,388141,5030,SUNSEG_case60,case60,13,1ea62213122b90cbf8400a167db2d730617d245c4985b31d58f053a983764e90,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case60/case_m_20181207092523_0u62372120765622_1_002_001-1_a2_ayy_image0049,TestEasyDataset,Unseen,case60,case60,49,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case60/case_M_20181207092523_0U62372120765622_1_002_001-1_a2_ayy_image0049.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case60/case_M_20181207092523_0U62372120765622_1_002_001-1_a2_ayy_image0049.png,612592,4500,SUNSEG_case60,case60,14,1f0af82eac8af7ee6c8cff01526daa2459fdff6bea2b7a3cbdc9135569752b46,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case60/case_m_20181207092523_0u62372120765622_1_002_001-1_a2_ayy_image0037,TestEasyDataset,Unseen,case60,case60,37,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case60/case_M_20181207092523_0U62372120765622_1_002_001-1_a2_ayy_image0037.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case60/case_M_20181207092523_0U62372120765622_1_002_001-1_a2_ayy_image0037.png,537083,4356,SUNSEG_case60,case60,15,1f7e1c82baba7d4dd59bf4525a0a946c3075f132d1af5729016abbdcb32d08e9,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case60/case_m_20181207092523_0u62372120765622_1_002_001-1_a2_ayy_image0061,TestEasyDataset,Unseen,case60,case60,61,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case60/case_M_20181207092523_0U62372120765622_1_002_001-1_a2_ayy_image0061.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case60/case_M_20181207092523_0U62372120765622_1_002_001-1_a2_ayy_image0061.png,668681,4500,SUNSEG_case60,case60,16,21f4d22feee2da2757062aa6b415c9c057c51aee21b1ba9e7388e0f55ee78f16,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
testeasydataset/unseen/case60/case_m_20181207092523_0u62372120765622_1_002_001-1_a4_ayy_image0017,TestEasyDataset,Unseen,case60,case60,17,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/Frame/case60/case_M_20181207092523_0U62372120765622_1_002_001-1_a4_ayy_image0017.jpg,SUN-SEG-FinalData-v20251212/TestEasyDataset/Unseen/GT/case60/case_M_20181207092523_0U62372120765622_1_002_001-1_a4_ayy_image0017.png,402143,4741,SUNSEG_case60,case60,17,22eebe40388c60014df8ddd62e3b2d27da95db0d3303e68e821fa62e9bfd2521,Easy-Unseen,SELECTED_PENDING_CONTAMINATION
