dataset,source_manifest,model_family,model_state_id,training_seed,checkpoint_claim,checkpoint_sha256_claim,resolved_path,resolution_method,resolved_sha256,sha256_match,resolved
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/R14C1_SUNSEG_MODEL_FRAME_PREDICTION_MANIFEST.csv,SegFormer-B0,SegFormer-B0__seed20260822,20260822,,ea0b3881373e9f966475a082490fabe4b0acae81179b8596c48a06ee2661a34a,outputs/Q1_R02_segformer_b0_three_seed_source_training_v1_fix7/seed_20260822/best_model_state.pt,SHA256_MATCH,ea0b3881373e9f966475a082490fabe4b0acae81179b8596c48a06ee2661a34a,True,True
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/R14C1_SUNSEG_SOURCE_TENT1_PL_PREDICTION_LOCK.json,PraNet,PraNet__seed20260817,20260817,F:\MEDSEG_SAFETTA\outputs\S01_B_pranet_source_only_seed20260817_v1\checkpoints\best_source_val_dice.pt,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,outputs/S01_B_pranet_source_only_seed20260817_v1/checkpoints/best_source_val_dice.pt,EXACT_PATH,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,True,True
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/R14C1_SUNSEG_SOURCE_TENT1_PL_PREDICTION_LOCK.json,PraNet,PraNet__seed20260818,20260818,F:\MEDSEG_SAFETTA\outputs\S01_B_pranet_source_only_seed20260818_v1\checkpoints\best_source_val_dice.pt,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,outputs/S01_B_pranet_source_only_seed20260818_v1/checkpoints/best_source_val_dice.pt,EXACT_PATH,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,True,True
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/R14C1_SUNSEG_SOURCE_TENT1_PL_PREDICTION_LOCK.json,PraNet,PraNet__seed20260819,20260819,F:\MEDSEG_SAFETTA\outputs\S01_B_pranet_source_only_seed20260819_v1\checkpoints\best_source_val_dice.pt,f8cad00bbc9bbbff04c9a29547bd2a5f3beb97d53980c269cf4b7d2c30130b72,outputs/S01_B_pranet_source_only_seed20260819_v1/checkpoints/best_source_val_dice.pt,EXACT_PATH,f8cad00bbc9bbbff04c9a29547bd2a5f3beb97d53980c269cf4b7d2c30130b72,True,True
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/R14C1_SUNSEG_SOURCE_TENT1_PL_PREDICTION_LOCK.json,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,F:\MEDSEG_SAFETTA\outputs\S05_B_deeplabv3_r50_source_only_seed20260817_v1\checkpoints\best_source_val_dice.pt,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,outputs/S05_B_deeplabv3_r50_source_only_seed20260817_v1/checkpoints/best_source_val_dice.pt,EXACT_PATH,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,True,True
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/R14C1_SUNSEG_SOURCE_TENT1_PL_PREDICTION_LOCK.json,DeepLabV3-R50,DeepLabV3-R50__seed20260818,20260818,F:\MEDSEG_SAFETTA\outputs\S05_B_deeplabv3_r50_source_only_seed20260818_v1\checkpoints\best_source_val_dice.pt,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,outputs/S05_B_deeplabv3_r50_source_only_seed20260818_v1/checkpoints/best_source_val_dice.pt,EXACT_PATH,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,True,True
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/R14C1_SUNSEG_SOURCE_TENT1_PL_PREDICTION_LOCK.json,DeepLabV3-R50,DeepLabV3-R50__seed20260819,20260819,F:\MEDSEG_SAFETTA\outputs\S05_B_deeplabv3_r50_source_only_seed20260819_v1\checkpoints\best_source_val_dice.pt,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,outputs/S05_B_deeplabv3_r50_source_only_seed20260819_v1/checkpoints/best_source_val_dice.pt,EXACT_PATH,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,True,True
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/R14C1_SUNSEG_SOURCE_TENT1_PL_PREDICTION_LOCK.json,SegFormer-B0,SegFormer-B0__seed20260820,20260820,F:\MEDSEG_SAFETTA\outputs\Q1_R02_segformer_b0_three_seed_source_training_v1_fix7\seed_20260820\best_model_state.pt,9dae2ae907b193ea36c2bccc8e376ddbad1699ba27ae0769cf40bcba13e95605,outputs/Q1_R02_segformer_b0_three_seed_source_training_v1_fix7/seed_20260820/best_model_state.pt,EXACT_PATH,9dae2ae907b193ea36c2bccc8e376ddbad1699ba27ae0769cf40bcba13e95605,True,True
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/R14C1_SUNSEG_SOURCE_TENT1_PL_PREDICTION_LOCK.json,SegFormer-B0,SegFormer-B0__seed20260821,20260821,F:\MEDSEG_SAFETTA\outputs\Q1_R02_segformer_b0_three_seed_source_training_v1_fix7\seed_20260821\best_model_state.pt,ad75290168eab7d116aa3de61b3eafc1e986f11fc0bbfa4a6108abbf669a258d,outputs/Q1_R02_segformer_b0_three_seed_source_training_v1_fix7/seed_20260821/best_model_state.pt,EXACT_PATH,ad75290168eab7d116aa3de61b3eafc1e986f11fc0bbfa4a6108abbf669a258d,True,True
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/R14C1_SUNSEG_SOURCE_TENT1_PL_PREDICTION_LOCK.json,SegFormer-B0,SegFormer-B0__seed20260822,20260822,F:\MEDSEG_SAFETTA\outputs\Q1_R02_segformer_b0_three_seed_source_training_v1_fix7\seed_20260822\best_model_state.pt,ea0b3881373e9f966475a082490fabe4b0acae81179b8596c48a06ee2661a34a,outputs/Q1_R02_segformer_b0_three_seed_source_training_v1_fix7/seed_20260822/best_model_state.pt,EXACT_PATH,ea0b3881373e9f966475a082490fabe4b0acae81179b8596c48a06ee2661a34a,True,True
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_index.csv,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,outputs/S05_B_deeplabv3_r50_source_only_seed20260817_v1/checkpoints/best_source_val_dice.pt,SHA256_MATCH,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,True,True
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/deeplabv3_r50_seed20260817_source_tent1_pl_lock.json,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,F:\MEDSEG_SAFETTA\outputs\S05_B_deeplabv3_r50_source_only_seed20260817_v1\checkpoints\best_source_val_dice.pt,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,outputs/S05_B_deeplabv3_r50_source_only_seed20260817_v1/checkpoints/best_source_val_dice.pt,EXACT_PATH,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,True,True
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/deeplabv3_r50_seed20260818_source_tent1_pl_index.csv,DeepLabV3-R50,DeepLabV3-R50__seed20260818,20260818,,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,outputs/S05_B_deeplabv3_r50_source_only_seed20260818_v1/checkpoints/best_source_val_dice.pt,SHA256_MATCH,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,True,True
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/deeplabv3_r50_seed20260818_source_tent1_pl_lock.json,DeepLabV3-R50,DeepLabV3-R50__seed20260818,20260818,F:\MEDSEG_SAFETTA\outputs\S05_B_deeplabv3_r50_source_only_seed20260818_v1\checkpoints\best_source_val_dice.pt,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,outputs/S05_B_deeplabv3_r50_source_only_seed20260818_v1/checkpoints/best_source_val_dice.pt,EXACT_PATH,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,True,True
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/deeplabv3_r50_seed20260819_source_tent1_pl_index.csv,DeepLabV3-R50,DeepLabV3-R50__seed20260819,20260819,,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,outputs/S05_B_deeplabv3_r50_source_only_seed20260819_v1/checkpoints/best_source_val_dice.pt,SHA256_MATCH,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,True,True
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/deeplabv3_r50_seed20260819_source_tent1_pl_lock.json,DeepLabV3-R50,DeepLabV3-R50__seed20260819,20260819,F:\MEDSEG_SAFETTA\outputs\S05_B_deeplabv3_r50_source_only_seed20260819_v1\checkpoints\best_source_val_dice.pt,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,outputs/S05_B_deeplabv3_r50_source_only_seed20260819_v1/checkpoints/best_source_val_dice.pt,EXACT_PATH,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,True,True
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/pranet_seed20260817_source_tent1_pl_index.csv,PraNet,PraNet__seed20260817,20260817,,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,outputs/S01_B_pranet_source_only_seed20260817_v1/checkpoints/best_source_val_dice.pt,SHA256_MATCH,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,True,True
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/pranet_seed20260817_source_tent1_pl_lock.json,PraNet,PraNet__seed20260817,20260817,F:\MEDSEG_SAFETTA\outputs\S01_B_pranet_source_only_seed20260817_v1\checkpoints\best_source_val_dice.pt,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,outputs/S01_B_pranet_source_only_seed20260817_v1/checkpoints/best_source_val_dice.pt,EXACT_PATH,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,True,True
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/pranet_seed20260818_source_tent1_pl_index.csv,PraNet,PraNet__seed20260818,20260818,,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,outputs/S01_B_pranet_source_only_seed20260818_v1/checkpoints/best_source_val_dice.pt,SHA256_MATCH,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,True,True
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/pranet_seed20260818_source_tent1_pl_lock.json,PraNet,PraNet__seed20260818,20260818,F:\MEDSEG_SAFETTA\outputs\S01_B_pranet_source_only_seed20260818_v1\checkpoints\best_source_val_dice.pt,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,outputs/S01_B_pranet_source_only_seed20260818_v1/checkpoints/best_source_val_dice.pt,EXACT_PATH,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,True,True
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/pranet_seed20260819_source_tent1_pl_index.csv,PraNet,PraNet__seed20260819,20260819,,f8cad00bbc9bbbff04c9a29547bd2a5f3beb97d53980c269cf4b7d2c30130b72,outputs/S01_B_pranet_source_only_seed20260819_v1/checkpoints/best_source_val_dice.pt,SHA256_MATCH,f8cad00bbc9bbbff04c9a29547bd2a5f3beb97d53980c269cf4b7d2c30130b72,True,True
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/pranet_seed20260819_source_tent1_pl_lock.json,PraNet,PraNet__seed20260819,20260819,F:\MEDSEG_SAFETTA\outputs\S01_B_pranet_source_only_seed20260819_v1\checkpoints\best_source_val_dice.pt,f8cad00bbc9bbbff04c9a29547bd2a5f3beb97d53980c269cf4b7d2c30130b72,outputs/S01_B_pranet_source_only_seed20260819_v1/checkpoints/best_source_val_dice.pt,EXACT_PATH,f8cad00bbc9bbbff04c9a29547bd2a5f3beb97d53980c269cf4b7d2c30130b72,True,True
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/segformer_b0_seed20260820_source_tent1_pl_index.csv,SegFormer-B0,SegFormer-B0__seed20260820,20260820,,9dae2ae907b193ea36c2bccc8e376ddbad1699ba27ae0769cf40bcba13e95605,outputs/Q1_R02_segformer_b0_three_seed_source_training_v1_fix7/seed_20260820/best_model_state.pt,SHA256_MATCH,9dae2ae907b193ea36c2bccc8e376ddbad1699ba27ae0769cf40bcba13e95605,True,True
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/segformer_b0_seed20260820_source_tent1_pl_lock.json,SegFormer-B0,SegFormer-B0__seed20260820,20260820,F:\MEDSEG_SAFETTA\outputs\Q1_R02_segformer_b0_three_seed_source_training_v1_fix7\seed_20260820\best_model_state.pt,9dae2ae907b193ea36c2bccc8e376ddbad1699ba27ae0769cf40bcba13e95605,outputs/Q1_R02_segformer_b0_three_seed_source_training_v1_fix7/seed_20260820/best_model_state.pt,EXACT_PATH,9dae2ae907b193ea36c2bccc8e376ddbad1699ba27ae0769cf40bcba13e95605,True,True
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/segformer_b0_seed20260821_source_tent1_pl_index.csv,SegFormer-B0,SegFormer-B0__seed20260821,20260821,,ad75290168eab7d116aa3de61b3eafc1e986f11fc0bbfa4a6108abbf669a258d,outputs/Q1_R02_segformer_b0_three_seed_source_training_v1_fix7/seed_20260821/best_model_state.pt,SHA256_MATCH,ad75290168eab7d116aa3de61b3eafc1e986f11fc0bbfa4a6108abbf669a258d,True,True
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/segformer_b0_seed20260821_source_tent1_pl_lock.json,SegFormer-B0,SegFormer-B0__seed20260821,20260821,F:\MEDSEG_SAFETTA\outputs\Q1_R02_segformer_b0_three_seed_source_training_v1_fix7\seed_20260821\best_model_state.pt,ad75290168eab7d116aa3de61b3eafc1e986f11fc0bbfa4a6108abbf669a258d,outputs/Q1_R02_segformer_b0_three_seed_source_training_v1_fix7/seed_20260821/best_model_state.pt,EXACT_PATH,ad75290168eab7d116aa3de61b3eafc1e986f11fc0bbfa4a6108abbf669a258d,True,True
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/segformer_b0_seed20260822_source_tent1_pl_index.csv,SegFormer-B0,SegFormer-B0__seed20260822,20260822,,ea0b3881373e9f966475a082490fabe4b0acae81179b8596c48a06ee2661a34a,outputs/Q1_R02_segformer_b0_three_seed_source_training_v1_fix7/seed_20260822/best_model_state.pt,SHA256_MATCH,ea0b3881373e9f966475a082490fabe4b0acae81179b8596c48a06ee2661a34a,True,True
SUNSEG,outputs/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1/state_predictions/segformer_b0_seed20260822_source_tent1_pl_lock.json,SegFormer-B0,SegFormer-B0__seed20260822,20260822,F:\MEDSEG_SAFETTA\outputs\Q1_R02_segformer_b0_three_seed_source_training_v1_fix7\seed_20260822\best_model_state.pt,ea0b3881373e9f966475a082490fabe4b0acae81179b8596c48a06ee2661a34a,outputs/Q1_R02_segformer_b0_three_seed_source_training_v1_fix7/seed_20260822/best_model_state.pt,EXACT_PATH,ea0b3881373e9f966475a082490fabe4b0acae81179b8596c48a06ee2661a34a,True,True
SUNSEG,outputs/Q1_R14C2B_sunseg_frozen_safety_score_lock_preGT_fix1_v1/R14C2B_FROZEN_SUNSEG_SAFETY_SCORES.csv,DeepLabV3-R50,DeepLabV3-R50__seed20260817,20260817,,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,outputs/S05_B_deeplabv3_r50_source_only_seed20260817_v1/checkpoints/best_source_val_dice.pt,SHA256_MATCH,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,True,True
SUNSEG,outputs/Q1_R14C2B_sunseg_frozen_safety_score_lock_preGT_fix1_v1/R14C2B_FROZEN_SUNSEG_SAFETY_SCORES.csv,DeepLabV3-R50,DeepLabV3-R50__seed20260818,20260818,,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,outputs/S05_B_deeplabv3_r50_source_only_seed20260818_v1/checkpoints/best_source_val_dice.pt,SHA256_MATCH,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,True,True
SUNSEG,outputs/Q1_R14C2B_sunseg_frozen_safety_score_lock_preGT_fix1_v1/R14C2B_FROZEN_SUNSEG_SAFETY_SCORES.csv,DeepLabV3-R50,DeepLabV3-R50__seed20260819,20260819,,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,outputs/S05_B_deeplabv3_r50_source_only_seed20260819_v1/checkpoints/best_source_val_dice.pt,SHA256_MATCH,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,True,True
SUNSEG,outputs/Q1_R14C2B_sunseg_frozen_safety_score_lock_preGT_fix1_v1/R14C2B_FROZEN_SUNSEG_SAFETY_SCORES.csv,PraNet,PraNet__seed20260817,20260817,,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,outputs/S01_B_pranet_source_only_seed20260817_v1/checkpoints/best_source_val_dice.pt,SHA256_MATCH,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,True,True
SUNSEG,outputs/Q1_R14C2B_sunseg_frozen_safety_score_lock_preGT_fix1_v1/R14C2B_FROZEN_SUNSEG_SAFETY_SCORES.csv,PraNet,PraNet__seed20260818,20260818,,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,outputs/S01_B_pranet_source_only_seed20260818_v1/checkpoints/best_source_val_dice.pt,SHA256_MATCH,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,True,True
SUNSEG,outputs/Q1_R14C2B_sunseg_frozen_safety_score_lock_preGT_fix1_v1/R14C2B_FROZEN_SUNSEG_SAFETY_SCORES.csv,PraNet,PraNet__seed20260819,20260819,,f8cad00bbc9bbbff04c9a29547bd2a5f3beb97d53980c269cf4b7d2c30130b72,outputs/S01_B_pranet_source_only_seed20260819_v1/checkpoints/best_source_val_dice.pt,SHA256_MATCH,f8cad00bbc9bbbff04c9a29547bd2a5f3beb97d53980c269cf4b7d2c30130b72,True,True
SUNSEG,outputs/Q1_R14C2B_sunseg_frozen_safety_score_lock_preGT_fix1_v1/R14C2B_FROZEN_SUNSEG_SAFETY_SCORES.csv,SegFormer-B0,SegFormer-B0__seed20260820,20260820,,9dae2ae907b193ea36c2bccc8e376ddbad1699ba27ae0769cf40bcba13e95605,outputs/Q1_R02_segformer_b0_three_seed_source_training_v1_fix7/seed_20260820/best_model_state.pt,SHA256_MATCH,9dae2ae907b193ea36c2bccc8e376ddbad1699ba27ae0769cf40bcba13e95605,True,True
SUNSEG,outputs/Q1_R14C2B_sunseg_frozen_safety_score_lock_preGT_fix1_v1/R14C2B_FROZEN_SUNSEG_SAFETY_SCORES.csv,SegFormer-B0,SegFormer-B0__seed20260821,20260821,,ad75290168eab7d116aa3de61b3eafc1e986f11fc0bbfa4a6108abbf669a258d,outputs/Q1_R02_segformer_b0_three_seed_source_training_v1_fix7/seed_20260821/best_model_state.pt,SHA256_MATCH,ad75290168eab7d116aa3de61b3eafc1e986f11fc0bbfa4a6108abbf669a258d,True,True
SUNSEG,outputs/Q1_R14C2B_sunseg_frozen_safety_score_lock_preGT_fix1_v1/R14C2B_FROZEN_SUNSEG_SAFETY_SCORES.csv,SegFormer-B0,SegFormer-B0__seed20260822,20260822,,ea0b3881373e9f966475a082490fabe4b0acae81179b8596c48a06ee2661a34a,outputs/Q1_R02_segformer_b0_three_seed_source_training_v1_fix7/seed_20260822/best_model_state.pt,SHA256_MATCH,ea0b3881373e9f966475a082490fabe4b0acae81179b8596c48a06ee2661a34a,True,True
PolypGen,outputs/S06_C_polypgen_dual_backbone_no_label_lock_v1_fix1/POLYPGEN_DUAL_BACKBONE_NO_LABEL_GLOBAL_LOCK.json,,,,,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,outputs/S05_B_deeplabv3_r50_source_only_seed20260817_v1/checkpoints/best_source_val_dice.pt,SHA256_MATCH,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,True,True
PolypGen,outputs/S06_C_polypgen_dual_backbone_no_label_lock_v1_fix1/POLYPGEN_DUAL_BACKBONE_NO_LABEL_GLOBAL_LOCK.json,,,,,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,outputs/S05_B_deeplabv3_r50_source_only_seed20260818_v1/checkpoints/best_source_val_dice.pt,SHA256_MATCH,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,True,True
PolypGen,outputs/S06_C_polypgen_dual_backbone_no_label_lock_v1_fix1/POLYPGEN_DUAL_BACKBONE_NO_LABEL_GLOBAL_LOCK.json,,,,,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,outputs/S05_B_deeplabv3_r50_source_only_seed20260819_v1/checkpoints/best_source_val_dice.pt,SHA256_MATCH,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,True,True
PolypGen,outputs/S06_C_polypgen_dual_backbone_no_label_lock_v1_fix1/POLYPGEN_DUAL_BACKBONE_NO_LABEL_GLOBAL_LOCK.json,,,,,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,outputs/S01_B_pranet_source_only_seed20260817_v1/checkpoints/best_source_val_dice.pt,SHA256_MATCH,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,True,True
PolypGen,outputs/S06_C_polypgen_dual_backbone_no_label_lock_v1_fix1/POLYPGEN_DUAL_BACKBONE_NO_LABEL_GLOBAL_LOCK.json,,,,,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,outputs/S01_B_pranet_source_only_seed20260818_v1/checkpoints/best_source_val_dice.pt,SHA256_MATCH,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,True,True
PolypGen,outputs/S06_C_polypgen_dual_backbone_no_label_lock_v1_fix1/POLYPGEN_DUAL_BACKBONE_NO_LABEL_GLOBAL_LOCK.json,,,,,f8cad00bbc9bbbff04c9a29547bd2a5f3beb97d53980c269cf4b7d2c30130b72,outputs/S01_B_pranet_source_only_seed20260819_v1/checkpoints/best_source_val_dice.pt,SHA256_MATCH,f8cad00bbc9bbbff04c9a29547bd2a5f3beb97d53980c269cf4b7d2c30130b72,True,True
PolypGen,outputs/S06_C_polypgen_dual_backbone_no_label_lock_v1_fix1/units/deeplab_seed20260817/UNIT_NO_LABEL_LOCK.json,,,20260817,,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,outputs/S05_B_deeplabv3_r50_source_only_seed20260817_v1/checkpoints/best_source_val_dice.pt,SHA256_MATCH,d63f914e337295652627c773332d8e7382fbcd6a39d69805e1316dcc759605a2,True,True
PolypGen,outputs/S06_C_polypgen_dual_backbone_no_label_lock_v1_fix1/units/deeplab_seed20260818/UNIT_NO_LABEL_LOCK.json,,,20260818,,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,outputs/S05_B_deeplabv3_r50_source_only_seed20260818_v1/checkpoints/best_source_val_dice.pt,SHA256_MATCH,d4ede45d5b30f62fdbc92cd9aa8fc84e0d5a52073d5ef2c3ac36baa09a56eb25,True,True
PolypGen,outputs/S06_C_polypgen_dual_backbone_no_label_lock_v1_fix1/units/deeplab_seed20260819/UNIT_NO_LABEL_LOCK.json,,,20260819,,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,outputs/S05_B_deeplabv3_r50_source_only_seed20260819_v1/checkpoints/best_source_val_dice.pt,SHA256_MATCH,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,True,True
PolypGen,outputs/S06_C_polypgen_dual_backbone_no_label_lock_v1_fix1/units/pranet_seed20260817/UNIT_NO_LABEL_LOCK.json,,,20260817,,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,outputs/S01_B_pranet_source_only_seed20260817_v1/checkpoints/best_source_val_dice.pt,SHA256_MATCH,ef623c0f1207bab02377ec17932db43fe2fd1843dca858cc79ef87ead29b975a,True,True
PolypGen,outputs/S06_C_polypgen_dual_backbone_no_label_lock_v1_fix1/units/pranet_seed20260818/UNIT_NO_LABEL_LOCK.json,,,20260818,,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,outputs/S01_B_pranet_source_only_seed20260818_v1/checkpoints/best_source_val_dice.pt,SHA256_MATCH,e56dd8ba4b5fc7785fedf3918c275427178fadb5f035b47087d48cde41ccec22,True,True
PolypGen,outputs/S06_C_polypgen_dual_backbone_no_label_lock_v1_fix1/units/pranet_seed20260819/UNIT_NO_LABEL_LOCK.json,,,20260819,,f8cad00bbc9bbbff04c9a29547bd2a5f3beb97d53980c269cf4b7d2c30130b72,outputs/S01_B_pranet_source_only_seed20260819_v1/checkpoints/best_source_val_dice.pt,SHA256_MATCH,f8cad00bbc9bbbff04c9a29547bd2a5f3beb97d53980c269cf4b7d2c30130b72,True,True
PROMISE12,release/SafeTTA_clean_test_v102/outputs/Q1X_CM5A_promise12_gt_free_prediction_tent1_safety_scoring_lock_fix1_v1/CM5A_PROMISE12_GT_FREE_PREDICTION_SAFETY_LOCK.json,,,,F:\MEDSEG_SAFETTA\outputs\Q1X_CM4D_final_all_source_segmentation_models_lock_fix1_v1\models\UNet\final.pt,006932908c110b0e16efe58d5d218266d395410263024dcfd612910e325642bb,,,,,False
